wavelength_um,loss_10,loss_10_sd,loss_12,loss_12_sd,loss_13,loss_13_sd
1.99552,0.670466,0.0171949,0.569357,0.0144528,0.502103,0.0130268
2.00754,0.670148,0.017268,0.568934,0.0144968,0.501646,0.0130562
2.01963,0.669861,0.017343,0.568537,0.0145422,0.501212,0.0130868
2.03179,0.669604,0.0174197,0.568165,0.0145891,0.500801,0.0131185
2.04402,0.669378,0.0174983,0.56782,0.0146374,0.500412,0.0131514
2.05633,0.669181,0.0175786,0.567499,0.0146871,0.500045,0.0131854
2.06871,0.669014,0.0176608,0.567204,0.0147382,0.4997,0.0132205
2.08117,0.668876,0.0177446,0.566934,0.0147907,0.499376,0.0132568
2.0937,0.668768,0.0178302,0.566689,0.0148446,0.499075,0.0132942
2.10631,0.668689,0.0179176,0.566469,0.0148999,0.498796,0.0133327
2.11899,0.668639,0.0180066,0.566274,0.0149566,0.498538,0.0133724
2.13175,0.668618,0.0180973,0.566103,0.0150146,0.498301,0.0134132
2.14459,0.668625,0.0181897,0.565957,0.015074,0.498086,0.0134551
2.1575,0.66866,0.0182838,0.565835,0.0151348,0.497892,0.0134982
2.1705,0.668724,0.0183795,0.565736,0.0151969,0.497719,0.0135424
2.18356,0.668815,0.0184683,0.565662,0.0152499,0.497567,0.0135761
2.19671,0.668934,0.018554,0.565612,0.0152986,0.497436,0.0136045
2.20994,0.669081,0.0186412,0.565585,0.0153485,0.497325,0.0136338
2.22325,0.669255,0.01873,0.565582,0.0153996,0.497236,0.0136641
2.23664,0.669456,0.0188202,0.565601,0.0154519,0.497166,0.0136953
2.2501,0.669684,0.018912,0.565645,0.0155053,0.497117,0.0137274
2.26365,0.669939,0.0190052,0.565711,0.0155599,0.497089,0.0137604
2.27728,0.67022,0.0191,0.5658,0.0156156,0.49708,0.0137944
2.291,0.670528,0.0191962,0.565912,0.0156726,0.497092,0.0138293
2.30479,0.670862,0.0192938,0.566046,0.0157306,0.497123,0.0138651
