wavelength_um,loss_10,loss_10_sd,loss_12,loss_12_sd,loss_13,loss_13_sd
3.19896,0.793834,0.0166625,0.626563,0.0115325,0.525358,0.00888556
3.22487,0.798591,0.0169005,0.630084,0.0116916,0.52816,0.00900149
3.25099,0.803415,0.0171418,0.63366,0.0118531,0.531009,0.00911935
3.27732,0.808306,0.0173866,0.637292,0.0120171,0.533905,0.00923915
3.30387,0.813267,0.0176349,0.640978,0.0121837,0.536849,0.00936093
3.33063,0.818296,0.0178867,0.64472,0.0123528,0.539839,0.00948471
3.3576,0.823392,0.018142,0.648517,0.0125244,0.542877,0.00961051
3.3848,0.828556,0.018401,0.652369,0.0126987,0.545961,0.00973835
3.41221,0.833788,0.0186636,0.656276,0.0128756,0.549093,0.00986826
3.43985,0.839089,0.0189298,0.660239,0.0130551,0.552271,0.0100003
3.46771,0.84446,0.0191998,0.664257,0.0132374,0.555497,0.0101344
3.4958,0.849898,0.0194736,0.66833,0.0134224,0.55877,0.0102707
3.52411,0.855404,0.0197512,0.672458,0.0136101,0.562091,0.0104091
3.55265,0.860978,0.0200327,0.676642,0.0138007,0.565458,0.0105498
3.58143,0.866622,0.0203181,0.680882,0.0139941,0.568873,0.0106927
3.61044,0.872336,0.0206074,0.685177,0.0141903,0.572335,0.0108378
3.63968,0.878119,0.0209008,0.689529,0.0143895,0.575844,0.0109852
3.66916,0.88397,0.0211981,0.693935,0.0145916,0.579401,0.011135
3.69888,0.889891,0.0214996,0.698398,0.0147967,0.583005,0.0112871
3.72884,0.895881,0.0218053,0.702916,0.0150048,0.586657,0.0114415
3.75904,0.901942,0.0221151,0.707491,0.0152159,0.590357,0.0115984
3.78948,0.908071,0.0224293,0.712122,0.0154301,0.594104,0.0117576
3.82018,0.914271,0.0227477,0.716809,0.0156474,0.597898,0.0119194
3.85112,0.920541,0.0230704,0.721552,0.0158679,0.601741,0.0120836
3.88231,0.926882,0.0233976,0.726352,0.0160916,0.605632,0.0122503
3.91375,0.933295,0.0237292,0.731208,0.0163185,0.60957,0.0124196
3.94545,0.939777,0.0240653,0.736122,0.0165487,0.613557,0.0125915
3.97741,0.94633,0.024406,0.741092,0.0167823,0.617591,0.012766
4.00962,0.952954,0.0247513,0.746119,0.0170191,0.621675,0.0129432
4.0421,0.95965,0.0251013,0.751203,0.0172594,0.625806,0.013123
4.07484,0.966418,0.025456,0.756344,0.0175031,0.629986,0.0133055
4.10784,0.973258,0.0258155,0.761543,0.0177503,0.634215,0.0134908
4.14111,0.980169,0.0261799,0.7668,0.018001,0.638492,0.0136789
4.17466,0.987153,0.0265491,0.772115,0.0182552,0.642818,0.0138697
4.20847,0.994211,0.0269233,0.777487,0.0185131,0.647194,0.0140635
4.24255,1.00134,0.0273025,0.782918,0.0187746,0.651618,0.0142601
4.27692,1.00854,0.0276867,0.788407,0.0190398,0.656091,0.0144596
4.31156,1.01582,0.0280761,0.793955,0.0193087,0.660615,0.014662
4.34648,1.02317,0.0284707,0.799561,0.0195814,0.665187,0.0148675
4.38168,1.0306,0.0288706,0.805227,0.019858,0.669809,0.015076
4.41717,1.0381,0.0292757,0.810951,0.0201384,0.674481,0.0152875
4.45295,1.04567,0.0296862,0.816734,0.0204227,0.679203,0.0155022
4.48902,1.05332,0.0301022,0.822577,0.0207109,0.683974,0.0157199
4.52537,1.06104,0.0305236,0.82848,0.0210032,0.688797,0.0159409
4.56203,1.06884,0.0309506,0.834443,0.0212995,0.69367,0.016165
4.59898,1.07672,0.0313832,0.840466,0.0216,0.698594,0.0163924
4.63623,1.08467,0.0318216,0.84655,0.0219045,0.703569,0.0166231
