log_file,gps_time_s,type,photodiode,detector_index,l,l_sd,npts,monitor,manip_x_mm,manip_y_mm,manip_pitch_deg,manip_yaw_deg,wavelength_um,opa_wavelength_um,rad_angle_deg,signal,l_center,l_center_sd,det_name,signal_uc,azimuth_deg,wavenum
ERF_Log_File_20250226_1006,1424624907,2d,0,3,0.003953582019,0.003652674954,3,4.182778,0,0,-3,-7.5,0.401,0.4,8.077747211,1.028046608e-05,384.5722545,0.6692956125,Total,1.413103709e-05,-111.8014095,24937.65586
ERF_Log_File_20250226_1006,1424624928,2d,0,3,0.0112897865,0.007056518971,3,4.219707429,0,0,-3,-6.875,0.401,0.4,7.501041594,2.935673692e-05,384.5722545,0.6692956125,Total,1.439617309e-05,-113.5747062,24937.65586
ERF_Log_File_20250226_1006,1424624948,2d,0,3,0.01146538838,0.008100692582,3,4.233912286,0,0,-3,-6.25,0.401,0.4,6.932712312,2.981335301e-05,384.5722545,0.6692956125,Total,1.440555663e-05,-115.6410058,24937.65586
ERF_Log_File_20250226_1006,1424624968,2d,0,3,0.02309165825,0.003732988183,3,4.209721143,0,0,-3,-5.625,0.401,0.4,6.375,6.00450448e-05,384.5722545,0.6692956125,Total,1.531972597e-05,-118.0724869,24937.65586
ERF_Log_File_20250226_1006,1424624989,2d,0,3,0.01887930905,0.007724444297,3,4.237216857,0,0,-3,-5,0.401,0.4,5.830951895,4.909170858e-05,384.5722545,0.6692956125,Total,1.492435149e-05,-120.9637565,24937.65586
ERF_Log_File_20250226_1006,1424625009,2d,0,3,0.04059515435,0.002284890944,3,4.226254857,0,0,-3,-4.375,0.401,0.4,5.304773793,0.0001055592386,384.5722545,0.6692956125,Total,1.760938067e-05,-124.4389893,24937.65586
ERF_Log_File_20250226_1006,1424625030,2d,0,3,0.05746720668,0.005818960041,3,4.213502571,0,0,-3,-3.75,0.401,0.4,4.802343178,0.0001494314944,384.5722545,0.6692956125,Total,2.054250127e-05,-128.6598083,24937.65586
ERF_Log_File_20250226_1006,1424625050,2d,0,3,0.09985678695,0.007677471699,3,4.228128286,0,0,-3,-3.125,0.401,0.4,4.331930863,0.0002596567635,384.5722545,0.6692956125,Total,2.954741222e-05,-133.8308607,24937.65586
ERF_Log_File_20250226_1006,1424625070,2d,0,3,0.1338508994,0.003315447406,3,4.201492,0,0,-3,-2.5,0.401,0.4,3.905124838,0.0003480513683,384.5722545,0.6692956125,Total,3.75552057e-05,-140.1944289,24937.65586
ERF_Log_File_20250226_1006,1424625091,2d,0,3,0.2144887107,0.003891884485,3,4.219198286,0,0,-3,-1.875,0.401,0.4,3.537742925,0.0005577331912,384.5722545,0.6692956125,Total,5.753463577e-05,-147.9946168,24937.65586
ERF_Log_File_20250226_1006,1424625111,2d,0,3,0.3053236153,0.005415158317,3,4.235769429,0,0,-3,-1.25,0.401,0.4,3.25,0.0007939304299,384.5722545,0.6692956125,Total,8.064610006e-05,-157.3801351,24937.65586
ERF_Log_File_20250226_1006,1424625131,2d,0,3,0.3755986511,0.003297386543,3,4.201972571,0,0,-3,-0.625,0.401,0.4,3.064412668,0.0009766660146,384.5722545,0.6692956125,Total,9.869287317e-05,-168.2317111,24937.65586
ERF_Log_File_20250226_1006,1424625152,2d,0,3,0.4240866899,0.004576454391,3,4.211503429,0,0,-3,0,0.401,0.4,3,0.001102749054,384.5722545,0.6692956125,Total,0.0001111884303,180,24937.65586
ERF_Log_File_20250226_1006,1424625172,2d,0,3,0.3940194852,0.005883175925,3,4.205014286,0,0,-3,0.625,0.401,0.4,3.064412668,0.001024565554,384.5722545,0.6692956125,Total,0.0001034367162,168.2317111,24937.65586
ERF_Log_File_20250226_1006,1424625192,2d,0,3,0.3099090371,0.004197429555,3,4.233299143,0,0,-3,1.25,0.401,0.4,3.25,0.0008058538636,384.5722545,0.6692956125,Total,8.182053808e-05,157.3801351,24937.65586
ERF_Log_File_20250226_1006,1424625213,2d,0,3,0.2266213437,0.009250226524,3,4.429970571,0,0,-3,1.875,0.401,0.4,3.537742925,0.0005892815748,384.5722545,0.6692956125,Total,6.059875028e-05,147.9946168,24937.65586
ERF_Log_File_20250226_1006,1424625233,2d,0,3,0.1402083443,0.003685679347,3,4.270844,0,0,-3,2.5,0.401,0.4,3.905124838,0.0003645825789,384.5722545,0.6692956125,Total,3.909266141e-05,140.1944289,24937.65586
ERF_Log_File_20250226_1006,1424625253,2d,0,3,0.100228633,0.006553787625,3,4.232942571,0,0,-3,3.125,0.401,0.4,4.331930863,0.0002606236717,384.5722545,0.6692956125,Total,2.963244382e-05,133.8308607,24937.65586
ERF_Log_File_20250226_1006,1424625274,2d,0,3,0.0595987629,0.006035858606,3,4.218034,0,0,-3,3.75,0.401,0.4,4.802343178,0.0001549741621,384.5722545,0.6692956125,Total,2.094926401e-05,128.6598083,24937.65586
ERF_Log_File_20250226_1006,1424625294,2d,0,3,0.03493959256,0.004676327634,3,4.230492571,0,0,-3,4.375,0.401,0.4,5.304773793,9.085312876e-05,384.5722545,0.6692956125,Total,1.676892723e-05,124.4389893,24937.65586
ERF_Log_File_20250226_1006,1424625314,2d,0,3,0.01963481415,0.004101573475,3,4.194668286,0,0,-3,5,0.401,0.4,5.830951895,5.105624216e-05,384.5722545,0.6692956125,Total,1.499014021e-05,120.9637565,24937.65586
ERF_Log_File_20250226_1006,1424625335,2d,0,3,0.01865645095,0.004590292446,3,4.213844286,0,0,-3,5.625,0.401,0.4,6.375,4.851221254e-05,384.5722545,0.6692956125,Total,1.490538444e-05,118.0724869,24937.65586
ERF_Log_File_20250226_1006,1424625355,2d,0,3,0.01953321478,0.003316960067,3,4.212523429,0,0,-3,6.25,0.401,0.4,6.932712312,5.079205416e-05,384.5722545,0.6692956125,Total,1.498115987e-05,115.6410058,24937.65586
ERF_Log_File_20250226_1006,1424625376,2d,0,3,0.01354680613,0.005555123067,3,4.230815714,0,0,-3,6.875,0.401,0.4,7.501041594,3.522564609e-05,384.5722545,0.6692956125,Total,1.452725814e-05,113.5747062,24937.65586
ERF_Log_File_20250226_1006,1424625396,2d,0,3,0.006529534945,0.008739050252,3,4.266054,0,0,-3,7.5,0.401,0.4,8.077747211,1.697869482e-05,384.5722545,0.6692956125,Total,1.41955149e-05,111.8014095,24937.65586
ERF_Log_File_20250226_1006,1424625416,2d,0,3,0.01574679467,0.008632844161,3,4.243132286,0,0,-3,8.125,0.401,0.4,8.661156101,4.094625778e-05,384.5722545,0.6692956125,Total,1.467651348e-05,110.2656975,24937.65586
ERF_Log_File_20250226_1006,1424625452,2d,0,3,0.008513288491,0.005362817957,3,4.206975714,0,0,-2,-8.125,0.401,0.4,8.367533986,2.213703248e-05,384.5722545,0.6692956125,Total,1.426642827e-05,-103.828651,24937.65586
